_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
67082d6e3b43e6c05dc67ae8,true,45.93,79.63,85.3,63.91,28;5;0;0,words,10,-1,9,7.32,0,46.71,false,false,turkish,none,normal,false,false,false,,1728589166000
67082c083b43e6c05dc666fb,true,95.28,96.1,95.28,62.35,74;0;0;0,words,10,-1,7,9.32,0,22.24,false,false,english_10k,none,normal,false,false,false,,1728588808000
67082bdc3b43e6c05dc664da,,126.14,100,126.14,64.87,45;0;0;0,words,10,-1,6,4.28,0,13.22,false,false,english,none,normal,false,false,false,,1728588764000
67082bb73b43e6c05dc662b3,true,107.38,97.44,107.38,75.68,76;0;0;0,words,10,-1,1,8.49,0,0.8,false,false,english_5k,none,normal,false,false,false,,1728588727000
67082aeb3b43e6c05dc65762,true,101.97,96.67,101.97,75.11,87;0;0;0,words,10,-1,2,10.24,0,4.12,false,false,english_5k,none,normal,false,false,false,,1728588523000
67082ad83b43e6c05dc65665,true,93.36,98.85,93.36,63.03,86;0;0;0,words,10,-1,0,11.05,0,0,false,false,english_5k,none,normal,false,false,false,,1728588504000
670828083b43e6c05dc62d94,,122.3,100,122.3,73.55,54;0;0;0,words,10,-1,1,5.3,0,4.87,false,false,english,none,normal,false,false,false,,1728587784000
670827fb3b43e6c05dc62cd5,,114.69,98.08,126.9,82.33,47;0;0;1,words,10,-1,4,4.92,0,6.98,false,false,english,none,normal,false,false,false,,1728587771000
670827ea3b43e6c05dc62be3,,113.49,88.68,133.66,81.56,45;4;1;0,words,10,-1,0,4.76,0,0,false,false,english,none,normal,false,false,false,,1728587754000
670827dd3b43e6c05dc62b2a,,146.66,100,146.66,87.99,48;0;0;0,words,10,-1,2,3.93,0,2.36,false,false,english,none,normal,false,false,false,,1728587741000
670827d43b43e6c05dc62aa0,,141.21,100,141.21,50.53,48;0;0;0,words,10,-1,5,4.08,0,10.84,false,false,english,none,normal,false,false,false,,1728587732000
